q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
46,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
47,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
47,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
47,firm_2,2,True,False,False,0.0,0,0,594168693.4196322,50.75898454822181,41.316700198225824,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
47,firm_3,3,True,False,False,0.0,0,0,505987658.377951,37.179808771983055,37.006208653466956,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
47,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
47,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
47,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
47,firm_7,7,True,False,False,0.0,0,0,658530614.0734553,56.878200392290445,40.93883202683962,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
47,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
47,firm_9,9,True,False,False,52500000.0,250,0,4292484959.40295,46.37176112239,83.53825552457454,73160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
47,firm_10,10,True,False,False,0.0,0,0,707291492.7123499,41.25793225907054,39.29129893156397,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
47,firm_11,11,True,False,False,0.0,0,0,249870608.8238389,33.32052709532369,33.77999674426705,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
47,firm_12,12,True,False,False,0.0,0,0,406477540.84256643,23.42239441746681,32.09198041902731,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
47,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
48,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
48,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
48,firm_2,2,True,False,False,0.0,0,0,584360073.9899447,49.490009934516266,38.117737090057204,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
48,firm_3,3,True,False,False,0.0,0,0,497334533.377951,36.25031355268348,33.41976502252947,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
48,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
48,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
48,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
48,firm_7,7,True,False,False,0.0,0,0,648261332.8234553,55.45624538248318,37.19767458363057,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
48,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
48,firm_9,9,True,False,False,56250000.0,250,0,4335345982.847696,47.786622560455534,87.73578728814648,79160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
48,firm_10,10,True,False,False,0.0,0,0,697236492.7123499,40.22648395259378,35.7190909937686,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
48,firm_11,11,True,False,False,0.0,0,0,240267374.4488389,32.487513917940596,34.18429230694858,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
48,firm_12,12,True,False,False,0.0,0,0,395996228.34256643,22.836834557030137,29.1595412819844,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
48,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
49,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
49,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
49,firm_2,2,True,False,False,0.0,0,0,574470775.7868197,48.25275968615336,35.25918325322607,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
49,firm_3,3,True,False,False,0.0,0,0,489181416.42795104,35.34405571386639,33.81583917585642,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
49,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
49,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
49,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
49,firm_7,7,True,False,False,0.0,0,0,637992051.5734553,54.0698392479211,33.84359914799999,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
49,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
49,firm_9,9,True,False,False,56250000.0,250,0,4454912962.482029,49.09819911354228,100.0,85160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
49,firm_10,10,True,False,False,0.0,0,0,687362452.7123499,39.220821853778936,33.919434040373645,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
49,firm_11,11,True,False,False,0.0,0,0,229980958.8238389,31.67532606999208,33.39326937501754,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
49,firm_12,12,True,False,False,0.0,0,0,385513915.84256643,22.265913693104384,26.522652795442045,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
49,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
50,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
50,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
50,firm_2,2,True,False,False,0.0,0,0,564502840.2229525,47.04644069399953,31.89727088920275,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
50,firm_3,3,True,False,False,0.0,0,0,480028283.377951,34.46045432101973,30.54829207081355,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
50,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
50,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
50,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
50,firm_7,7,True,False,False,0.0,0,0,627722770.3234553,52.71809326672307,30.8348311589253,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
50,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
50,firm_9,9,True,False,False,56250000.0,250,0,4444019469.078431,52.75731702080367,90.0,97160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
50,firm_10,10,True,False,False,0.0,0,0,677126492.7123499,38.240301307434464,30.896812746369946,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
50,firm_11,11,True,False,False,0.0,0,0,219496733.8238389,30.883442918242277,30.370410924166155,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
50,firm_12,12,True,False,False,0.0,0,0,375032103.34256643,21.709265850776774,24.15260446268932,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
50,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
51,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
51,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
51,firm_2,2,True,False,False,0.0,0,0,554628312.8290071,45.87027967664954,28.875753328108534,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
51,firm_3,3,True,False,False,0.0,0,0,471375158.377951,33.598942962994236,27.61013806240196,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
51,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
51,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
51,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
51,firm_7,7,True,False,False,0.0,0,0,617453489.0734553,51.40014093505499,28.134204904318874,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
51,firm_8,8,True,False,False,0.0,0,0,137485625.0,29.25,14.022,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
51,firm_9,9,True,False,False,56250000.0,250,0,4451827477.420783,54.83985726978571,86.57512947617343,106160000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
51,firm_10,10,True,False,False,0.0,0,0,667071492.7123499,37.284293774748605,28.18369152675126,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
51,firm_11,11,True,False,False,0.0,0,0,209372108.8238389,30.11135684528622,27.655930047696167,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
51,firm_12,12,True,False,False,0.0,0,0,364550290.84256643,21.166534204507354,22.021381011152357,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
51,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
52,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
52,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
52,firm_2,2,True,False,False,0.0,0,0,544869555.7959652,44.7235226847333,27.22078715334033,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
52,firm_3,3,True,False,False,0.0,0,0,462847035.390451,32.75896938891938,25.87979337014891,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
52,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
52,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
52,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
52,firm_7,7,True,False,False,0.0,0,0,607184207.8234553,50.11513741167862,25.708645173501406,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
52,firm_8,8,True,False,False,0.0,0,0,126796250.0,28.51875,12.7329685425,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
52,firm_9,9,True,False,False,58750000.0,250,0,4568305914.72392,56.07008505930141,95.33727023359427,113360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
52,firm_10,10,True,False,False,0.0,0,0,657061732.7123499,36.35218643037989,26.11028990588739,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
52,firm_11,11,True,False,False,0.0,0,0,199708711.9488389,29.358572924154064,28.231281506901226,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
52,firm_12,12,True,False,False,0.0,0,0,354068978.34256643,20.63737084939467,20.10643636648942,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
52,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
53,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
53,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
53,firm_2,2,True,False,False,0.0,0,0,535085185.5780746,43.60543461761496,26.463880139453785,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
53,firm_3,3,True,False,False,0.0,0,0,454539908.377951,31.939995154196396,26.841091517827174,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
53,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
53,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
53,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
53,firm_7,7,True,False,False,0.0,0,0,596926176.5734553,48.86225897638665,23.514746703533778,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
53,firm_8,8,True,False,False,0.0,0,0,116711875.0,27.80578125,11.571665287652037,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
53,firm_9,9,True,False,False,58750000.0,250,0,4542448022.94428,57.83128680854917,95.91145385662901,122360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
53,firm_10,10,True,False,False,0.0,0,0,647207892.7123499,35.44338176962039,25.867553419209475,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
53,firm_11,11,True,False,False,0.0,0,0,189448708.8238389,28.624608601050213,27.78393182545458,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
53,firm_12,12,True,False,False,0.0,0,0,343699165.84256643,20.121436578159802,18.31837979850038,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
53,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
54,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
54,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
54,firm_2,2,True,False,False,0.0,0,0,525049447.9968579,42.51529875217459,23.985837285005545,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
54,firm_3,3,True,False,False,0.0,0,0,445415783.377951,31.141495275341484,24.27089625618679,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
54,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
54,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
54,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
54,firm_7,7,True,False,False,0.0,0,0,586669395.3234553,47.64070250197698,21.541667811443105,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
54,firm_8,8,True,False,False,0.0,0,0,106627500.0,27.110636718749998,10.525145610795933,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
54,firm_9,9,True,False,False,58750000.0,250,0,4514873958.469267,60.43370110471472,87.40027504909254,134360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
54,firm_10,10,True,False,False,0.0,0,0,636906492.7123499,34.55729722537988,23.655217483597777,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
54,firm_11,11,True,False,False,0.0,0,0,178998233.8238389,27.90899338602396,25.31561214583959,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
54,firm_12,12,True,False,False,0.0,0,0,333342353.34256643,19.618400663705806,16.70842127661593,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
54,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
55,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
55,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
55,firm_2,2,True,False,False,0.0,0,0,515205343.3476939,41.45241628337022,21.75692121045927,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
55,firm_3,3,True,False,False,0.0,0,0,436762658.377951,30.362957893457946,21.95877460998225,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
55,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
55,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
55,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
55,firm_7,7,True,False,False,0.0,0,0,576412614.0734553,46.449684939427556,19.765954299136673,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
55,firm_8,8,True,False,False,0.0,0,0,96543125.0,26.43287080078125,9.581788461992733,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
55,firm_9,9,True,False,False,11550000.0,42,0,4489112532.263757,62.088162488719675,83.73720216209142,144360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
55,firm_10,10,True,False,False,0.0,0,0,626851492.7123499,33.69336479474538,21.665649116334247,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
55,firm_11,11,True,False,False,0.0,0,0,168873608.8238389,27.211268551373358,23.09670584425478,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
55,firm_12,12,True,False,False,0.0,0,0,322985540.84256643,19.12794064711316,15.25817557000091,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
55,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
56,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
56,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
56,firm_2,2,True,False,False,0.0,0,0,505523689.0089996,40.41610587628596,21.25358899907158,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
56,firm_3,3,True,False,False,0.0,0,0,428352285.390451,29.603883946121496,21.604061471463204,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
56,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
56,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
56,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
56,firm_7,7,True,False,False,0.0,0,0,566155832.8234553,45.28844281594186,18.166702041325358,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
56,firm_8,8,True,False,False,0.0,0,0,86458750.0,25.772049030761718,8.731160196456445,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
56,firm_9,9,True,False,False,8800000.0,32,0,4567548441.04608,64.78208422776508,100.0,158360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
56,firm_10,10,True,False,False,0.0,0,0,616903332.7123499,32.85103067487674,20.721155050969028,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
56,firm_11,11,True,False,False,0.0,0,0,159186783.8238389,26.530986837589023,23.849399059920053,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
56,firm_12,12,True,False,False,0.0,0,0,312628728.34256643,18.64974213093533,13.95118445238421,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
56,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
57,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
57,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
57,firm_2,2,True,False,False,0.0,0,0,495822557.05407614,39.40570322937881,21.97826925033661,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
57,firm_3,3,True,False,False,0.0,0,0,419654318.377951,28.863786847468457,20.93473849876617,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
